annee_juridique_id,nom,date_debut,date_fin,is_formateur,is_administrateur,created_at,updated_at
1,weekend,2023-03-12,2023-03-12,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-03-18,2023-03-18,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-03-19,2023-03-19,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-03-25,2023-03-25,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-03-26,2023-03-26,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-01,2023-04-01,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-02,2023-04-02,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-08,2023-04-08,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-09,2023-04-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-15,2023-04-15,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-16,2023-04-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-22,2023-04-22,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-23,2023-04-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-29,2023-04-29,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-04-30,2023-04-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-06,2023-05-06,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-07,2023-05-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-13,2023-05-13,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-14,2023-05-14,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-20,2023-05-20,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-21,2023-05-21,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-27,2023-05-27,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-05-28,2023-05-28,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-03,2023-06-03,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-04,2023-06-04,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-10,2023-06-10,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-11,2023-06-11,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-17,2023-06-17,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-18,2023-06-18,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-24,2023-06-24,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-06-25,2023-06-25,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-01,2023-07-01,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-02,2023-07-02,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-08,2023-07-08,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-09,2023-07-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-15,2023-07-15,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-16,2023-07-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-22,2023-07-22,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-23,2023-07-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-29,2023-07-29,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-07-30,2023-07-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-05,2023-08-05,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-06,2023-08-06,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-12,2023-08-12,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-13,2023-08-13,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-19,2023-08-19,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-20,2023-08-20,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-26,2023-08-26,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-08-27,2023-08-27,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-02,2023-09-02,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-03,2023-09-03,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-09,2023-09-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-10,2023-09-10,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-16,2023-09-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-17,2023-09-17,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-23,2023-09-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-24,2023-09-24,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-09-30,2023-09-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-01,2023-10-01,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-07,2023-10-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-08,2023-10-08,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-14,2023-10-14,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-15,2023-10-15,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-21,2023-10-21,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-22,2023-10-22,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-28,2023-10-28,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-10-29,2023-10-29,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-04,2023-11-04,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-05,2023-11-05,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-11,2023-11-11,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-12,2023-11-12,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-18,2023-11-18,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-19,2023-11-19,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-25,2023-11-25,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-11-26,2023-11-26,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-02,2023-12-02,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-03,2023-12-03,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-09,2023-12-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-10,2023-12-10,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-16,2023-12-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-17,2023-12-17,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-23,2023-12-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-24,2023-12-24,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-30,2023-12-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2023-12-31,2023-12-31,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-06,2024-01-06,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-07,2024-01-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-13,2024-01-13,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-14,2024-01-14,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-20,2024-01-20,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-21,2024-01-21,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-27,2024-01-27,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-01-28,2024-01-28,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-03,2024-02-03,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-04,2024-02-04,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-10,2024-02-10,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-11,2024-02-11,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-17,2024-02-17,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-18,2024-02-18,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-24,2024-02-24,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-02-25,2024-02-25,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-02,2024-03-02,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-03,2024-03-03,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-09,2024-03-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-10,2024-03-10,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-16,2024-03-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-17,2024-03-17,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-23,2024-03-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-24,2024-03-24,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-30,2024-03-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-03-31,2024-03-31,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-06,2024-04-06,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-07,2024-04-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-13,2024-04-13,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-14,2024-04-14,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-20,2024-04-20,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-21,2024-04-21,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-27,2024-04-27,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-04-28,2024-04-28,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-04,2024-05-04,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-05,2024-05-05,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-11,2024-05-11,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-12,2024-05-12,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-18,2024-05-18,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-19,2024-05-19,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-25,2024-05-25,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-05-26,2024-05-26,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-01,2024-06-01,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-02,2024-06-02,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-08,2024-06-08,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-09,2024-06-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-15,2024-06-15,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-16,2024-06-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-22,2024-06-22,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-23,2024-06-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-29,2024-06-29,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-06-30,2024-06-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-07-08,2024-07-09,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-07-15,2024-07-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-07-22,2024-07-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-07-29,2024-07-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-08-06,2024-08-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-08-06,2024-08-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-08-13,2024-08-14,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-08-20,2024-08-21,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-08-27,2024-08-28,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-09-3,2024-09-4,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-09-10,2024-09-11,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-09-17,2024-09-18,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-09-24,2024-09-25,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-10-1,2024-10-2,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-10-8,2024-10-9,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-10-15,2024-10-16,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-10-22,2024-10-23,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-10-29,2024-10-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-11-06,2024-11-07,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-11-14,2024-11-15,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-11-21,2024-11-22,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-11-29,2024-11-30,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-12-6,2024-12-7,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-12-13,2024-12-14,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-12-20,2024-12-21,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
1,weekend,2024-12-27,2024-12-28,1,1,2024-01-01 00:00:00,2024-01-01 00:00:00
